CIDR,IP_Version,ASN,ISP_Name,Country_Code,Country_Name,Start_IP,End_IP,IP_Count
91.195.215.0/24,4,43896,EVO EVO CLOUD LLC,UA,Украина,91.195.215.0,91.195.215.255,256
91.195.244.0/23,4,204552,POPILNYANET-AS POPILNYA.NET LLC,UA,Украина,91.195.244.0,91.195.245.255,512
91.195.248.0/23,4,41588,AKSON45-AS Scientific-Production Enterprise Information Technologies Ltd,UA,Украина,91.195.248.0,91.195.249.255,512
91.196.0.0/24,4,41550,HBUA-AS First Ukrainian Internet Registrar LLC,UA,Украина,91.196.0.0,91.196.0.255,256
91.196.52.0/22,4,30886,KOMITEX-AS PP KOM i TEX,UA,Украина,91.196.52.0,91.196.55.255,1024
91.196.80.0/22,4,43067,"PRETCHER-AS PE ""Pretcher""",UA,Украина,91.196.80.0,91.196.83.255,1024
91.196.92.0/22,4,207802,"SETKA-AS Provider ""Setka"" LLC",UA,Украина,91.196.92.0,91.196.95.255,1024
91.196.96.0/22,4,24812,ASHOMENET RPC HomeNet Ltd.,UA,Украина,91.196.96.0,91.196.99.255,1024
91.196.100.0/22,4,12998,BGNET-AS BGNet LLC,UA,Украина,91.196.100.0,91.196.103.255,1024
91.196.120.0/22,4,35795,VEDEKON-AS Vedekon Ltd,UA,Украина,91.196.120.0,91.196.123.255,1024
91.196.132.0/22,4,43133,Cosmonova-Broadcast-AS Cosmonova Broadcast LLC,UA,Украина,91.196.132.0,91.196.135.255,1024
91.196.148.0/22,4,43139,MAXIMUMA-AS Maximum-Net LLC,UA,Украина,91.196.148.0,91.196.151.255,1024
91.196.156.0/22,4,43145,RNC-AS RNC Ltd.,UA,Украина,91.196.156.0,91.196.159.255,1024
91.196.176.0/22,4,43175,"LUXNET-AS LUX.NET, LLC",UA,Украина,91.196.176.0,91.196.179.255,1024
91.196.192.0/22,4,15683,"DOMASHKA-AS ""AS6723"" LIMITED LIABILITY COMPANY",UA,Украина,91.196.192.0,91.196.195.255,1024
91.196.196.0/22,4,12837,ONECLAUDLAB-NET 1 Claud Lab network,UA,Украина,91.196.196.0,91.196.199.255,1024
91.196.228.0/22,4,207558,EXPRES Sergey Kus,UA,Украина,91.196.228.0,91.196.231.255,1024
91.197.4.0/24,4,201369,"INFOTECH STATE ENTERPRISE ""INFOTECH""",UA,Украина,91.197.4.0,91.197.4.255,256
91.197.7.0/24,4,43310,"LVS-AS TOV ""LVS""",UA,Украина,91.197.7.0,91.197.7.255,256
91.197.16.0/22,4,43320,ASTRATELKOM-AS Pushkar Inna Mykolaivna,UA,Украина,91.197.16.0,91.197.19.255,1024
91.197.24.0/22,4,43348,TATARINOVA-AS Tatarinova Alla Ivanovna,UA,Украина,91.197.24.0,91.197.27.255,1024
91.197.48.0/22,4,43418,"ANTIDOT ""Pryama Mova"" Tov.",UA,Украина,91.197.48.0,91.197.51.255,1024
91.197.56.0/24,4,48775,NNR-AS Nashnet Rivne LLC,UA,Украина,91.197.56.0,91.197.56.255,256
91.197.58.0/23,4,43496,"GARUDA-AS LLC ""GARUDA NETWORKS""",UA,Украина,91.197.58.0,91.197.59.255,512
91.197.68.0/23,4,208369,LIKONET-AS LLC Likonet,UA,Украина,91.197.68.0,91.197.69.255,512
91.197.70.0/24,4,207301,JACKMX Roman Sartov,UA,Украина,91.197.70.0,91.197.70.255,256
91.197.80.0/22,4,31437,EP-AS Engler parts llc,UA,Украина,91.197.80.0,91.197.83.255,1024
91.197.128.0/22,4,8870,OVDC-AS Overseas Technologies LLC,UA,Украина,91.197.128.0,91.197.131.255,1024
91.197.144.0/22,4,43576,"KUMIR-AS LTD ""KuMIR TELECOM""",UA,Украина,91.197.144.0,91.197.147.255,1024
91.197.168.0/22,4,12963,"VOLZ ""SCIENTIFIC-INDUSTRIAL FIRM ""VOLZ"" LIMITED LIABILITY COMPANY",UA,Украина,91.197.168.0,91.197.171.255,1024
91.197.184.0/22,4,43668,"BIGNET-AS ""AS43668"" LLC",UA,Украина,91.197.184.0,91.197.187.255,1024
91.197.216.0/22,4,43753,"ALFABANK-UA Kiev, Ukraine",UA,Украина,91.197.216.0,91.197.219.255,1024
91.197.220.0/22,4,31520,"Datagroup-Retail PRIVATE JOINT STOCK COMPANY ""DATAGROUP""",UA,Украина,91.197.220.0,91.197.223.255,1024
91.197.240.0/24,4,51500,SERVISNET-AS Servisnet Ltd.,UA,Украина,91.197.240.0,91.197.240.255,256
91.198.1.0/24,4,43163,ASN-SU8-RIPE PRIVATE JOINT STOCK COMPANY BRIDGE BANK IUTE BANK,UA,Украина,91.198.1.0,91.198.1.255,256
91.198.4.0/24,4,197172,"NICENETPLUS-AS ""NICENET PLUS"" ltd.",UA,Украина,91.198.4.0,91.198.4.255,256
91.198.10.0/24,4,43206,TNTU-AS Ternopil Ivan Pul'uj National Technical University,UA,Украина,91.198.10.0,91.198.10.255,256
91.198.31.0/24,4,43258,CSO Centr Servisnogo Oblslugovuvannya Ltd,UA,Украина,91.198.31.0,91.198.31.255,256
91.198.34.0/24,4,43306,MUZTV-UA-AS Musical television LLC Ukraine,UA,Украина,91.198.34.0,91.198.34.255,256
91.198.36.0/24,4,43405,"Digital-Ventures LLC ""Caprate Partners""",UA,Украина,91.198.36.0,91.198.36.255,256
91.198.50.0/24,4,43497,NDIASB-AS State Enterprise 'State Scientific-Research Institute for Automation Systems in Construction' (NDIASB),UA,Украина,91.198.50.0,91.198.50.255,256
91.198.83.0/24,4,43656,INTERTELECOM-TV KP Intertelecom Ltd,UA,Украина,91.198.83.0,91.198.83.255,256
91.198.116.0/24,4,39471,"DTKT ""Redakcija ""Debet-Kredyt"" LLC",UA,Украина,91.198.116.0,91.198.116.255,256
91.198.143.0/24,4,43774,"INTRONET-AS Boryspil, Ukraine",UA,Украина,91.198.143.0,91.198.143.255,256
91.198.233.0/24,4,48648,KYIVLINK K-Link LLC,UA,Украина,91.198.233.0,91.198.233.255,256
91.198.247.0/24,4,197978,MTUSERVICE-AS State Enterprise Ukrservice Mintransu,UA,Украина,91.198.247.0,91.198.247.255,256
91.198.249.0/24,4,47898,PTW-AS RPC HomeNet Ltd.,UA,Украина,91.198.249.0,91.198.249.255,256
91.199.13.0/24,4,44049,"ICB-UA-AS Public Joint-Stock Company ""Pireus Bank MKB""",UA,Украина,91.199.13.0,91.199.13.255,256
91.199.28.0/24,4,44122,"PORTMONE-UA Kiev, Ukraine",UA,Украина,91.199.28.0,91.199.28.255,256
91.199.33.0/24,4,44119,QS-AS Quality Service LLC,UA,Украина,91.199.33.0,91.199.33.255,256
91.199.37.0/24,4,57982,AMIK-AS AMIK LLC,UA,Украина,91.199.37.0,91.199.37.255,256
91.199.91.0/24,4,42112,UNIVERSALBANK-AS JSC Universal Bank,UA,Украина,91.199.91.0,91.199.91.255,256
91.199.92.0/24,4,44351,"MIRITEC-AS Kiev, Ukraine",UA,Украина,91.199.92.0,91.199.92.255,256
91.199.93.0/24,4,44352,EKRAN-AS I.T.T. Tehnologiya LLC,UA,Украина,91.199.93.0,91.199.93.255,256
91.199.138.0/24,4,44482,"ZURB-AS TOV ""TRK Radioservice""",UA,Украина,91.199.138.0,91.199.138.255,256
91.199.139.0/24,4,44495,PALVI-NET-AS Palvi Telecom Ltd,UA,Украина,91.199.139.0,91.199.139.255,256
91.199.188.0/24,4,44630,DoS-AS A1799 Military Unit,UA,Украина,91.199.188.0,91.199.188.255,256
91.199.189.0/24,4,48031,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,91.199.189.0,91.199.189.255,256
91.199.194.0/24,4,39399,FENIXVT-AS Private Enterprise Firma Fenix VT,UA,Украина,91.199.194.0,91.199.194.255,256
91.199.245.0/24,4,42905,LIMANET LIMANET Ltd.,UA,Украина,91.199.245.0,91.199.245.255,256
91.200.0.0/22,4,43744,ORIONCITY-AS Orion City LLC,UA,Украина,91.200.0.0,91.200.3.255,1024
91.200.4.0/22,4,59671,"BIT-AS TzOV ""Biznes i Technologii""",UA,Украина,91.200.4.0,91.200.7.255,1024
91.200.8.0/22,4,48437,"MEREZHA-UA-AS PP ""Merezha""",UA,Украина,91.200.8.0,91.200.11.255,1024
91.200.40.0/22,4,43773,HVOSTING-AS PE Konstantin Vladimirovich Kravchenko,UA,Украина,91.200.40.0,91.200.43.255,1024
91.200.52.0/22,4,43786,STCOMUA-AS PP NVF Sistema i Tehnika,UA,Украина,91.200.52.0,91.200.55.255,1024
91.200.60.0/24,4,59500,LINEVPS-AS FOP Petruchok Sergei Nikolaevich,UA,Украина,91.200.60.0,91.200.60.255,256
91.200.72.0/24,4,30779,"INETKR-AS Krivoy Rog, Ukraine",UA,Украина,91.200.72.0,91.200.72.255,256
91.200.73.0/24,4,41656,"A-BANK-AS PUBLIC JOINT-STOCK COMPANY ""ACCENT-BANK""",UA,Украина,91.200.73.0,91.200.73.255,256
91.200.74.0/24,4,210049,SMARTTENDER-AS SMARTTENDER LLC,UA,Украина,91.200.74.0,91.200.74.255,256
91.200.82.0/24,4,34323,IPCOM-AS IP Com Ltd,UA,Украина,91.200.82.0,91.200.82.255,256
91.200.112.0/24,4,43864,INTEGRA-MEDIA-AS Integra-Media Ltd,UA,Украина,91.200.112.0,91.200.112.255,256
91.200.113.0/24,4,48957,"NETWORK-LVIV-AS Joint Ukrainian American Enterprise ""Telecommunications Resource Center"" ltd",UA,Украина,91.200.113.0,91.200.113.255,256
91.200.114.0/23,4,48957,"NETWORK-LVIV-AS Joint Ukrainian American Enterprise ""Telecommunications Resource Center"" ltd",UA,Украина,91.200.114.0,91.200.115.255,512
91.200.124.0/22,4,43312,I-LAN-AS LLC IRPIN LOCAL NETWORKS,UA,Украина,91.200.124.0,91.200.127.255,1024
91.200.158.0/23,4,202165,PLARIUM-AS PLARIUM UKRAINE LLC,UA,Украина,91.200.158.0,91.200.159.255,512
91.200.180.0/22,4,43967,TEREMKI-AS TEREMKY LAN ISP LLC,UA,Украина,91.200.180.0,91.200.183.255,1024
91.200.200.0/22,4,34715,AMRON-AS AMRON Ltd.,UA,Украина,91.200.200.0,91.200.203.255,1024
91.200.232.0/22,4,39027,BATYEVKA-NET-AS BATYEVKA LTD,UA,Украина,91.200.232.0,91.200.235.255,1024
91.200.248.0/22,4,34661,"BREEZE-NETWORK TOV TRK ""Briz""",UA,Украина,91.200.248.0,91.200.251.255,1024
91.201.36.0/22,4,41600,SYNCHRON-AS Synchron Ltd.,UA,Украина,91.201.36.0,91.201.39.255,1024
91.201.68.0/22,4,15377,FREGAT TRADITIONAL LLC,UA,Украина,91.201.68.0,91.201.71.255,1024
91.201.144.0/22,4,44318,UA-COLUMBUS-CHG KOLUMBUS PE,UA,Украина,91.201.144.0,91.201.147.255,1024
91.201.156.0/22,4,44304,CITTSTU-AS Ternopil Ivan Puluj National Technical University,UA,Украина,91.201.156.0,91.201.159.255,1024
91.201.168.0/24,4,35213,"COMPNETUA-AS TOV ""Kompjuternie Merezhi""",UA,Украина,91.201.168.0,91.201.168.255,256
91.201.180.0/22,4,44383,"KMR-UA-AS KP ""CIC"" Kharkov",UA,Украина,91.201.180.0,91.201.183.255,1024
91.201.188.0/22,4,44411,"EKSI-AS Limited Liability Company ""EKSI-LTD""",UA,Украина,91.201.188.0,91.201.191.255,1024
91.201.224.0/22,4,20539,TCRS-AS Technical Centre Radio Systems Ltd.,UA,Украина,91.201.224.0,91.201.227.255,1024
91.201.232.0/22,4,59577,LINKCOM-LVIV-AS LinkCom Networks LLC,UA,Украина,91.201.232.0,91.201.235.255,1024
91.201.240.0/21,4,31725,SHTORM-AS ISP Shtorm LTD,UA,Украина,91.201.240.0,91.201.247.255,2048
91.202.0.0/24,4,51264,eVPS Kutumova Olena,UA,Украина,91.202.0.0,91.202.0.255,256
91.202.1.0/24,4,207857,UkrInformSystems-AS UKRAINIAN INFORMSYSTEMS LLC,UA,Украина,91.202.1.0,91.202.1.255,256
91.202.3.0/24,4,51264,eVPS Kutumova Olena,UA,Украина,91.202.3.0,91.202.3.255,256
91.202.6.0/24,4,203284,ServerDale-AS Gutsal Alexandr Viktorovich,UA,Украина,91.202.6.0,91.202.6.255,256
91.202.7.0/24,4,207403,DeltaWilmar-AS Delta Wilmar Ukraine LLC,UA,Украина,91.202.7.0,91.202.7.255,256
91.202.72.0/22,4,44600,"GT-AS ""GIGATRANS UKRAINE"", LLC",UA,Украина,91.202.72.0,91.202.75.255,1024
91.202.104.0/22,4,44668,ZNET Zubko Volodymyr Viktorovych,UA,Украина,91.202.104.0,91.202.107.255,1024
91.202.128.0/22,4,13032,AS13032 Kyiv National Taras Shevchenko University,UA,Украина,91.202.128.0,91.202.131.255,1024
91.202.132.0/22,4,213996,"J-AND-Y-ASN ""J&Y"" LLC",UA,Украина,91.202.132.0,91.202.135.255,1024
91.202.144.0/22,4,44664,MTELUA-AS TOV company M-Tel,UA,Украина,91.202.144.0,91.202.147.255,1024
91.202.160.0/24,4,29491,KIEVLINE KIEVLINE LLC,UA,Украина,91.202.160.0,91.202.160.255,256
91.202.161.0/24,4,44600,"GT-AS ""GIGATRANS UKRAINE"", LLC",UA,Украина,91.202.161.0,91.202.161.255,256
91.202.162.0/23,4,44600,"GT-AS ""GIGATRANS UKRAINE"", LLC",UA,Украина,91.202.162.0,91.202.163.255,512
91.202.240.0/22,4,12700,"SC-VEKTOR-AS Komertsiyno Virobnitcha Firma ""VEKTOR"" LLC",UA,Украина,91.202.240.0,91.202.243.255,1024
91.203.4.0/22,4,44820,TUTHOST Denis Pavlovich Semenyuk,UA,Украина,91.203.4.0,91.203.7.255,1024
91.203.12.0/22,4,34814,DYTYNETS-AS Osnova-Internet LLC,UA,Украина,91.203.12.0,91.203.15.255,1024
91.203.24.0/22,4,44827,BRAVOPORT-AS Bravoport Ltd,UA,Украина,91.203.24.0,91.203.27.255,1024
91.203.48.0/22,4,15683,"DOMASHKA-AS ""AS6723"" LIMITED LIABILITY COMPANY",UA,Украина,91.203.48.0,91.203.51.255,1024
91.203.60.0/22,4,44894,UCMA-AS Ukrchermetavtomatika LLC,UA,Украина,91.203.60.0,91.203.63.255,1024
91.203.88.0/22,4,13307,"SKIF-AS ""AS6723"" LIMITED LIABILITY COMPANY",UA,Украина,91.203.88.0,91.203.91.255,1024
91.203.113.0/24,4,25183,NTEMA-AS Dorogozhitskaya str.118 off. 401,UA,Украина,91.203.113.0,91.203.113.255,256
91.203.114.0/23,4,25183,NTEMA-AS Dorogozhitskaya str.118 off. 401,UA,Украина,91.203.114.0,91.203.115.255,512
91.203.136.0/22,4,45044,SPIDER-UA-AS FOP Kichuk Ivan Ivanovich,UA,Украина,91.203.136.0,91.203.139.255,1024
91.203.140.0/22,4,25082,AS-VINER-TELECOM Viner Telecom LLC,UA,Украина,91.203.140.0,91.203.143.255,1024
91.203.144.0/23,4,45045,GOODNET-AS FOP Kazakov Oleksandr Oleksandrovich,UA,Украина,91.203.144.0,91.203.145.255,512
91.203.146.0/23,4,45045,GOODNET-AS FOP Kazakov Oleksandr Oleksandrovich,UA,Украина,91.203.146.0,91.203.147.255,512
91.203.164.0/22,4,47283,ZEUS-UA-AS FOP Koval Dmitro Orestovich,UA,Украина,91.203.164.0,91.203.167.255,1024
91.204.36.0/22,4,47266,NRG-AS Telecompany Energy LLC,UA,Украина,91.204.36.0,91.204.39.255,1024
91.204.60.0/22,4,47359,"CITYNET-ZP-AS ""Tvoi Net"" Ltd.",UA,Украина,91.204.60.0,91.204.63.255,1024
91.204.84.0/22,4,47361,SYSDESIGN-NET-AS Manufacturing-Technical company System Design LLC,UA,Украина,91.204.84.0,91.204.87.255,1024
91.204.94.0/24,4,3326,"Datagroup PRIVATE JOINT STOCK COMPANY ""DATAGROUP""",UA,Украина,91.204.94.0,91.204.94.255,256
91.204.120.0/24,4,48964,"ENTERRA-as Private Enterprise ""Enterra""",UA,Украина,91.204.120.0,91.204.120.255,256
91.204.121.0/24,4,35319,as35319 - ALTAIR MEGA LLC,UA,Украина,91.204.121.0,91.204.121.255,256
91.204.122.0/23,4,48964,"ENTERRA-as Private Enterprise ""Enterra""",UA,Украина,91.204.122.0,91.204.123.255,512
91.204.132.0/22,4,47513,SKYLINE-UA-AS FOP Zubenko Volodimir Oleksandrovich,UA,Украина,91.204.132.0,91.204.135.255,1024
91.204.196.0/22,4,6712,FORMAT-TV-AS VELTON ISP LLC,UA,Украина,91.204.196.0,91.204.199.255,1024
91.204.212.0/23,4,35297,DATALINE-AS Dataline LLC,UA,Украина,91.204.212.0,91.204.213.255,512
91.204.214.0/24,4,35297,DATALINE-AS Dataline LLC,UA,Украина,91.204.214.0,91.204.214.255,256
91.205.16.0/22,4,8788,"ADAMANT Kyiv, Ukraine",UA,Украина,91.205.16.0,91.205.19.255,1024
91.205.64.0/22,4,35213,"COMPNETUA-AS TOV ""Kompjuternie Merezhi""",UA,Украина,91.205.64.0,91.205.67.255,1024
91.205.157.0/24,4,48004,KCT-AS PE Tsibrankov Konstantin Igorevich,UA,Украина,91.205.157.0,91.205.157.255,256
91.205.204.0/22,4,58309,LANGATE-AS Langate Ltd,UA,Украина,91.205.204.0,91.205.207.255,1024
91.205.216.0/22,4,48004,KCT-AS PE Tsibrankov Konstantin Igorevich,UA,Украина,91.205.216.0,91.205.219.255,1024
91.206.3.0/24,4,43380,DTEL-IX-PUBLIC-AS Digital Telecom IX LLC,UA,Украина,91.206.3.0,91.206.3.255,256
91.206.4.0/23,4,29074,"FAUST-ASN Kyiv-150, Predslavenskaya str. 34b",UA,Украина,91.206.4.0,91.206.5.255,512
91.206.30.0/23,4,42331,FREEHOST PE Freehost,UA,Украина,91.206.30.0,91.206.31.255,512
91.206.32.0/23,4,47389,Bisnet IT Center Odesa LLC,UA,Украина,91.206.32.0,91.206.33.255,512
91.206.69.0/24,4,202656,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,91.206.69.0,91.206.69.255,256
91.206.124.0/24,4,58099,AS-GLLC GUM Limited Liability Company,UA,Украина,91.206.124.0,91.206.124.255,256
91.206.125.0/24,4,47590,ALVARIUM-AS TOV Alvarium,UA,Украина,91.206.125.0,91.206.125.255,256
91.206.167.0/24,4,202404,"DK-MEDIA-AS LLC Publishing House ""Media-DK""",UA,Украина,91.206.167.0,91.206.167.255,256
91.206.200.0/23,4,200000,Ukraine-AS Hosting Ukraine LTD,UA,Украина,91.206.200.0,91.206.201.255,512
91.206.218.0/23,4,47809,EAST-AS Private Enterprise Matsak Ivan Anatolievich,UA,Украина,91.206.218.0,91.206.219.255,512
91.206.226.0/23,4,44633,"TANHOST-UA LLC ""TANHOST""",UA,Украина,91.206.226.0,91.206.227.255,512
91.206.252.0/23,4,47898,PTW-AS RPC HomeNet Ltd.,UA,Украина,91.206.252.0,91.206.253.255,512
91.206.254.0/24,4,202656,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,91.206.254.0,91.206.254.255,256
91.207.44.0/23,4,41550,HBUA-AS First Ukrainian Internet Registrar LLC,UA,Украина,91.207.44.0,91.207.45.255,512
91.207.54.0/23,4,48010,OLIMP1-AS OLIMP-KONSALT Ltd,UA,Украина,91.207.54.0,91.207.55.255,512
91.207.60.0/24,4,48031,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,91.207.60.0,91.207.60.255,256
91.207.66.0/23,4,48019,TERRATELECOM-AS Terra-Telecom LLC,UA,Украина,91.207.66.0,91.207.67.255,512
91.207.88.0/23,4,48081,TRK-GOK-AS TeleRadioCompany GOK LTD,UA,Украина,91.207.88.0,91.207.89.255,512
91.207.104.0/23,4,201041,OBLTELECOM-AS Obltelecom LLC,UA,Украина,91.207.104.0,91.207.105.255,512
91.207.122.0/23,4,48127,"dgvn-as LLC ""Caprate Partners""",UA,Украина,91.207.122.0,91.207.123.255,512
91.207.194.0/23,4,47567,BISUA-AS PJSC Bank for Investments and Savings,UA,Украина,91.207.194.0,91.207.195.255,512
91.207.210.0/23,4,48323,NEIRONSYSTEMS-NET PP Neiron Systems,UA,Украина,91.207.210.0,91.207.211.255,512
91.207.244.0/23,4,48411,IDEAL FOP Samoylenko Oleksandr Volodymirovich,UA,Украина,91.207.244.0,91.207.245.255,512
91.207.249.0/24,4,207114,SKYNET-AS Skynet Plus LLC,UA,Украина,91.207.249.0,91.207.249.255,256
91.208.25.0/24,4,47664,Neologic Neologic Ltd.,UA,Украина,91.208.25.0,91.208.25.255,256
91.208.65.0/24,4,42512,X-COM-AS X-COM LLC,UA,Украина,91.208.65.0,91.208.65.255,256
91.208.94.0/24,4,47743,IRE-NASU-AS Usikov Institute of Radiophysics and Electronics of National Academy of Sciences of Ukraine,UA,Украина,91.208.94.0,91.208.94.255,256
91.208.97.0/24,4,47705,ZASTAVA-NET FOP Masliy Kostyantin Mikhailovich,UA,Украина,91.208.97.0,91.208.97.255,256
91.208.115.0/24,4,6698,virtualsystems Virtual Systems LLC,UA,Украина,91.208.115.0,91.208.115.255,256
91.208.116.0/24,4,41911,LANET-SD Lanet Network Ltd,UA,Украина,91.208.116.0,91.208.116.255,256
91.208.138.0/24,4,47799,ONUIIM-AS National I.I. Mechnikov University of Odessa,UA,Украина,91.208.138.0,91.208.138.255,256
91.208.145.0/24,4,47772,"ULF-UA-AS LLC ""MANAGEMENT COMPANY ULF""",UA,Украина,91.208.145.0,91.208.145.255,256
91.208.154.0/24,4,47811,BLITZ-INFORM-AS ZAT Holding Company Blitz-Inform,UA,Украина,91.208.154.0,91.208.154.255,256
91.208.194.0/24,4,47900,AMSOFT-AS Art-master LLC,UA,Украина,91.208.194.0,91.208.194.255,256
91.208.198.0/24,4,47919,UKRGASBANK-AS PJSC JSB UkrGasBank,UA,Украина,91.208.198.0,91.208.198.255,256
91.208.231.0/24,4,51387,POTOTSKA Private Entrepreneur Pototska Olga Volodimirivna,UA,Украина,91.208.231.0,91.208.231.255,256
91.209.11.0/24,4,48094,"ELECTRA-UA-AS PBF ""Electra""",UA,Украина,91.209.11.0,91.209.11.255,256
91.209.24.0/24,4,48117,CITYNET-AS Citynet LLC,UA,Украина,91.209.24.0,91.209.24.255,256
91.209.36.0/24,4,48217,"SBRFUA-AS ""International Reserve Bank"" JSC",UA,Украина,91.209.36.0,91.209.36.255,256
91.209.51.0/24,4,48239,ITTV-AS Scientific-Production Enterprise Information Technologies Ltd,UA,Украина,91.209.51.0,91.209.51.255,256
91.209.55.0/24,4,48229,STARLIGHT-AS Starlight Media LLC,UA,Украина,91.209.55.0,91.209.55.255,256
91.209.64.0/24,4,48230,MONOLITH-AS LLC MONOLITH.NET,UA,Украина,91.209.64.0,91.209.64.255,256
91.209.73.0/24,4,48031,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,91.209.73.0,91.209.73.255,256
91.209.118.0/24,4,48358,UKRSOTSBANK-AS AT SENS BANK,UA,Украина,91.209.118.0,91.209.118.255,256
91.209.126.0/24,4,48377,CEB-AS JSC NEXENT BANK,UA,Украина,91.209.126.0,91.209.126.255,256
91.209.139.0/24,4,48385,INFOAURA-as INFOAURA LTD,UA,Украина,91.209.139.0,91.209.139.255,256
91.209.157.0/24,4,48420,bis-ch-as Digital Solutions Ltd,UA,Украина,91.209.157.0,91.209.157.255,256
91.209.165.0/24,4,199098,"TANHOST-UA LLC ""TANHOST""",UA,Украина,91.209.165.0,91.209.165.255,256
91.209.193.0/24,4,16327,PAVLABOR-AS Pavlabor LTD,UA,Украина,91.209.193.0,91.209.193.255,256
91.209.201.0/24,4,50362,KTM-PLUS-as LLC CABLE TELEVISION COMPANY CABLE TELEVISION NETWORKS PLUS,UA,Украина,91.209.201.0,91.209.201.255,256
91.209.202.0/23,4,50362,KTM-PLUS-as LLC CABLE TELEVISION COMPANY CABLE TELEVISION NETWORKS PLUS,UA,Украина,91.209.202.0,91.209.203.255,512
91.209.210.0/24,4,48656,"INDUSTRIALBANK-AS OJSC Joint-Stock Commercial Bank ""IndustrialBank""",UA,Украина,91.209.210.0,91.209.210.255,256
91.209.214.0/24,4,48637,"UKRP-ASN JSC ""UKRPOSHTA""",UA,Украина,91.209.214.0,91.209.214.255,256
91.209.235.0/24,4,48665,BSMU-AS Bukovinian State Medical University,UA,Украина,91.209.235.0,91.209.235.255,256
91.209.239.0/24,4,48672,OKCIBANK-AS OKCI BANK JSC,UA,Украина,91.209.239.0,91.209.239.255,256
91.209.249.0/24,4,196632,"Pivdenny-ASN OJSC JOINT-STOCK BANK ""PIVDENNYI""",UA,Украина,91.209.249.0,91.209.249.255,256
91.210.8.0/22,4,47245,NTLINE-AS Network Technology Line LTD,UA,Украина,91.210.8.0,91.210.11.255,1024
91.210.20.0/22,4,48082,DIALECT-NET FOP Mikhailyuk Yuri Ivanovitch,UA,Украина,91.210.20.0,91.210.23.255,1024
91.210.28.0/22,4,48031,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,91.210.28.0,91.210.31.255,1024
91.210.32.0/22,4,49162,NetEasy-AS NetEasy LLC,UA,Украина,91.210.32.0,91.210.35.255,1024
91.210.36.0/22,4,48085,iDatacenter DNIPRO-Techcenter Ltd,UA,Украина,91.210.36.0,91.210.39.255,1024
91.210.110.0/24,4,204288,"ITLUX-AS LTD ""ITLUX""",UA,Украина,91.210.110.0,91.210.110.255,256
91.210.111.0/24,4,57285,"UkrInfoSystems-AS LIMITED LIABILITY COMPANY ""UKRAINIAN INFOSYSTEMS""",UA,Украина,91.210.111.0,91.210.111.255,256
91.210.116.0/22,4,203447,CENTERTPA-AS Miratel Ltd,UA,Украина,91.210.116.0,91.210.119.255,1024
91.210.188.0/23,4,24703,UN-UKRAINE-AS United Networks of Ukraine Ltd,UA,Украина,91.210.188.0,91.210.189.255,512
91.210.190.0/24,4,24703,UN-UKRAINE-AS United Networks of Ukraine Ltd,UA,Украина,91.210.190.0,91.210.190.255,256
91.210.248.0/22,4,48438,CORBINA-AS Corbina Telecom Llc.,UA,Украина,91.210.248.0,91.210.251.255,1024
91.211.68.0/22,4,39043,ICENTER-AS PP Info-Center,UA,Украина,91.211.68.0,91.211.71.255,1024
91.211.116.0/22,4,48587,net-0x2a-as PE Zharkov Mukola Mukolayovuch,UA,Украина,91.211.116.0,91.211.119.255,1024
91.211.120.0/24,4,48648,KYIVLINK K-Link LLC,UA,Украина,91.211.120.0,91.211.120.255,256
91.211.121.0/24,4,210975,YUKOTEL YUKOTEL LLC,UA,Украина,91.211.121.0,91.211.121.255,256
91.211.122.0/24,4,48648,KYIVLINK K-Link LLC,UA,Украина,91.211.122.0,91.211.122.255,256
91.211.123.0/24,4,214981,X3 IE Didyk Dmitriy Sergeyevich,UA,Украина,91.211.123.0,91.211.123.255,256
91.211.132.0/22,4,206257,LANA-IT LLC LANA-IT,UA,Украина,91.211.132.0,91.211.135.255,1024
91.211.136.0/22,4,25133,"MCLAUT-AS LLC ""McLaut-Invest""",UA,Украина,91.211.136.0,91.211.139.255,1024
91.211.177.0/24,4,44628,UAProstir UAProstir Ltd.,UA,Украина,91.211.177.0,91.211.177.255,256
91.211.178.0/23,4,44628,UAProstir UAProstir Ltd.,UA,Украина,91.211.178.0,91.211.179.255,512
91.211.204.0/22,4,48696,LCN-AS FOP Oleh Igorovich Lumer,UA,Украина,91.211.204.0,91.211.207.255,1024
91.212.22.0/24,4,48756,"TTI-UA TURK TELECOM INTERNATIONAL UA, LLC",UA,Украина,91.212.22.0,91.212.22.255,256
91.212.34.0/24,4,48783,PORTAONE-CN-AS Porta One-Chernihiv Ltd,UA,Украина,91.212.34.0,91.212.34.255,256
91.212.80.0/24,4,48964,"ENTERRA-as Private Enterprise ""Enterra""",UA,Украина,91.212.80.0,91.212.80.255,256
91.212.82.0/24,4,202656,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,91.212.82.0,91.212.82.255,256
